webpage,name,manufacturer,price,short_description,date_scraped,city,state,store_address,store_name
Mapco,Block para Construcción,BLOCK ALMA,23.40,,2025-09-03,,,,
Mapco,Block Cara Cortada,BLOCK ALMA,35.90,,2025-09-03,,,,
Mapco,Adoquín Holandés,BLOCK ALMA,12.00,,2025-09-03,,,,
Mapco,Adoquín Azteca,BLOCK ALMA,19.00,,2025-09-03,,,,
Mapco,Cemento Campana 25 kg,CEMEX,179.50,,2025-09-03,,,,
Mapco,Cemento Centenario 25 kg,CEMEX,177.00,,2025-09-03,,,,
Mapco,Multiplast 40 kg,CEMEX,320.50,,2025-09-03,,,,
Mapco,Cemento Antihumedad 25 kg,CEMEX,218.00,,2025-09-03,,,,
Mapco,Mortero Campana 25 kg,CEMEX,155.50,,2025-09-03,,,,
Mapco,Mortero Centenario 25 kg,CEMEX,177.00,,2025-09-03,,,,
Mapco,Cal Calidra 25 kg,CALIDRA,148.00,,2025-09-03,,,,
Mapco,Pegazulejo 20 kg,Niasa,105.70,,2025-09-03,,,,
Mapco,Pegazulejo MortarMas 20 kg,Cemenquin,139.40,,2025-09-03,,,,
Mapco,Pegazulejo C Pega 20 kg,Niasa,137.50,,2025-09-03,,,,
Mapco,Pegavitro 20 kg,Niasa,160.50,,2025-09-03,,,,
Mapco,Pegamármol 20 kg,Niasa,152.00,,2025-09-03,,,,
Mapco,Varilla Corrugada,DEACERO,16.70,,2025-09-03,,,,
Mapco,Morteto P/Enjarre Extra Fino 25kg,Yinsa,157.00,,2025-09-03,,,,
Mapco,Mortero P/Enjarre Fino 25kg,Yinsa,28.00,,2025-09-03,,,,
Mapco,Varilla Roscada,Mapco Materiales,"2,188.00",,2025-09-03,,,,
Mapco,Armex,Mapco Materiales,23.00,,2025-09-03,,,,
Mapco,Yeso Mocuzari 25 kg,Yinsa,126.00,,2025-09-03,,,,
Mapco,Tablaroca 4x8 Lightrey 1/2 in,Panel Rey,233.00,,2025-09-03,,,,
Mapco,Clavo con Cabeza,Mapco Materiales,152.00,,2025-09-03,,,,
Home Depot,BLOCK HUECO (8 PULGADAS) 20 X 20 X 40 CM 2 HOYOS,NA,"Block hueco (8 pulgadas), fabricado en concreto que le proporcionan durabilidad y resistencia durante su uso en trabajos de construcción. Tiene un diseño con 2 hoyos que lo hacen más ligero y facilitan su colocación.",22.3,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,THERMOTEK ADMIX MICROFIBER M60,THERMOTEK,Fibras de polipropileno 100% virgen en un empaque hidrosoluble.,189.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,IMPERMEABILIZANTE FESTEGRAL 20 KG,FESTER,Impermeabilizante integral para concreto y morteros festergral 20kg.,849.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,MORTERO FESTERGROUT NM 800 30 KG,FESTER,Mortero sin contracción y estabilizador de volumen no metálico festergrout nm 800 30 kg.,1399.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SLTK DESMOLD AE DESMOLDANTE TAMBO 200 LTS,PERDURA,"Desmoldante para cimbras base aceite emulsionado, tambo de 200 lts.",6549.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,"SLTK MEMBRACURE MEMBRANA DE CURADO, TAMBO DE 200 LTS",PERDURA,Membracure es una emulsión blanca a base de parafina de apariencia lechosa que forma una membrana sobre elementos de concreto recientemente colados.,4049.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,ADHESIVO EPÓXICO DE 600 ML,NA,"Adhesivo epóxico de 600 ml AnchorFix-3001 Sika es útil a la hora de colocar anclajes de barras de acero o pernos roscados en superficies de concreto, piedra o bloques. Apto para usarse en condiciones secas, húmedas y sumergidas.",2369.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SLTK EPOXIBOND (A+B) CAJA CON 3 KIT DE 5 KG PROMOTOR DE ADHERENCIA EPOXICO,PERDURA,"Agente adherente epoxico 100% solidos para la union de concreto nuevo a viejo o endurecido y muliples aplicaciones tales como adhesivo epoxico, entre otras.",4849.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,MORTERO DE REPARACIÓN ESTRUCTURAL DE 25 KG,SIKA,"Mortero de reparación estructural de 25 kg Sika MonoTop de base cemento con un solo componente, reforzado con fibras e inhibidor de corrosión de baja contracción, listo para su uso en aplicaciones de altos espesores sin necesidad de cimbra.",1319.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SLTK DESMOL PF DESMOLDANTE TAMBO 200 LTS,PERDURA,"Desmoldante para cimbras base agua en emulsion de parafina, tambo de 200 lts.",4599.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SLTK GROUT GC N SACO DE 25 KG,PERDURA,"Mortero base cemento, especialmente diseñado para niveacion y anclaje de maquinaria, equipos, pernos, varillas, estructuras y elementos de construccion.",439.46,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,MORTERO CEMENTICIO/ACRÍLICO PARA REVESTIMIENTOS IMPERMEABLES BLANCO DE 16.3 KILOGRAMOS,SIKA,"Mortero Cementico/Acrílico para Revestimientos Impermeables SikaTop-Seal 107 Blanco de 16.3 kilogramos, reforzado con fibras que brindan excelente adherencia en edificaciones de concreto, túneles, albercas, cimientos y más.",1449.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,YESO 1.5 KG,UNIBLOCK,"Material para construcción, fabricado especialmente para todo tipo de acabados, cuenta con una presentación de bolsa con 1.5 kg de polvo fino color blanco.",42.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SELLADOR DE CONSTRUCCIÓN SIKA GRIS 300 ML,SIKA,"Sellador de construcción Sika caliza cilindro 300 ml, es elástico y al secar se puede pintar, su uso es recomendado para juntas, grietas, puertas, ventanas y más, seca al tacto entre 3 y 6 horas y totalmente de 4 a 7 días.",194.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,CEMENTO BLANCO CEMEX 25 KG,CEMEX,"Cemento Blanco de 25 kg, fabricado especialmente para uso estructural en obras ornamentales o arquitectónicas como fachadas, monumentos, barandales y más",255.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SIKAFLEX CONST SEALANT WHITE CARTUCHO 0.36 KG,SIKA,SIKAFLEX CONST SEALANT WHITE CARTUCHO 0.36 KG,194.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,IMPERMEABILIZANTE INTEGRAL PARA CONCRETO Y MORTERO GRIS 25 KG,SIKA,"Impermeabilizante integral Sikalite Sika de 25 kg, es un aditivo en polvo que disminuye la permeabilidad de concretos y morteros. Apto para aplicar en cimentaciones, muros de contención, losas, tanques, canales, alcantarillas o subterráneos.",1399.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SELLADOR THERMOTEK PRO PLATA 300 ML,THERMOTEK,El Sellador Thermotek Pro es un resanador acrílico a base de resinas que actúa con excelentes propiedades de tensión y elongación que se expanden y contraen con el sustrato para mantener un sellado constante.,77.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,CEMENTO EXTRA GRIS CEMEX 25 KG,CEMEX,"Cemento gris portland Tolteca Cemex, útil para la construcción, fabricado especialmente para reducir las grietas de las superficies hasta en un 80% y mejorar la integración de materiales. Su presentación es en bulto de 25 kg.",148.7,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,ADITIVO ACRÍLICO BLANCO 5 L,SIKA,"Aditivo Latex-N Sika, emulsión sintética con base en resinas acrílicas que mejora la resistencia y adherencia de morteros, aplanados, estucos, yeso, pinturas sobre la mayoría de las superficies comunes en la construcción.",779.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,FOAMULAR 1 PULGADA 1.22 X 2.44 M,OWENS CORNING,Foamular de Owens Corning es un aislante térmico para Calor y Frío. Ayuda a que tu vivienda sea más fresca en verano y más cálida en invierno. Mayor confort y ahorro en energía eléctrica.,549.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SELLADOR DE JUNTAS SIKACRYL 150 BLANCO 300 ML,SIKA,"Sellador de juntas Sikacryl 150 blanco 300 ml, ayuda a reparar grietas en exteriores e interiores con moderado movimiento, brinda buena adherencia y durabilidad, es muy fácil de aplicar y se puede pintar.",79.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SELLADOR SIKAFLEX GRIS 600 ML,SIKA,"Sellador Sikaflex gris de 600 ml, su uso es recomendado para juntas y fisuras con movimiento de materiales como concreto, fibrocemento, mampostería, cemento y más, es muy útil para exteriores e interiores.",329.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SELLADOR ELÁSTICO SIKA SIKAFLEX 1A GRIS 600 ML,SIKA,"Sellador elástico de poliuretano de alto desempeño, Sikaflex -1A de Sika de 600 ml, útil para el sello de juntas, apto para juntas en muros y marcos de puertas y ventanas, sello de fisuras, juntas de dilatación tanto en verticales como horizontales.",429.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,SIKAGROUT CONSTRUCTOR SACO 22 KG,SIKA,"Mortero Sikagrout Constructor de 22 kg Sika, elemento de uso general en las obras de construcción. Tiene una consistencia fluida y semi fluida, según se requiera. Es un compuesto de cemento que cumple con los estándares CRD C621 y ASTM C1107.",429.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,PASTA FINA UNIBLOCK 20 KG,UNIBLOCK,"Pasta fina recubrimiento base cemento, modificado con resinas y agregados de granulometría controlada, diseñado para proporcionar un acabado final extra fino.",327.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,YESO DE CONSTRUCCIÓN Y ACABADOS BLANCO 1.5 KG,REDIMIX,"Yeso de construcción y acabados marca Redimix color blanco de 1.5 kg, se utiliza para resanara todo tipo de superficies y acabados.",39.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,COLOR PARA CEMENTO AQUAMARINA DE 1 KG,UNIBLOCK,"Color para cemento Uniblock, es un pigmento apto para morteros, concretos y productos a base cemento. Es de color azul acuamarina y para su aplicación debe mezclarse con cemento gris o blanco según el tono que se desee.",109.0,2025-09-03,Tlaquepaque,Jalisco,"Gral. Marcelino García Barragán #1455 esq. con Hator,   Col. San Pedro,   Tlaquepaque, C.P.  44360 ",Tlaquepaque
Home Depot,BLOCK HUECO (8 PULGADAS) 20 X 20 X 40 CM 2 HOYOS,NA,"Block hueco (8 pulgadas), fabricado en concreto que le proporcionan durabilidad y resistencia durante su uso en trabajos de construcción. Tiene un diseño con 2 hoyos que lo hacen más ligero y facilitan su colocación.",22.3,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,THERMOTEK ADMIX MICROFIBER M60,THERMOTEK,Fibras de polipropileno 100% virgen en un empaque hidrosoluble.,189.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,IMPERMEABILIZANTE FESTEGRAL 20 KG,FESTER,Impermeabilizante integral para concreto y morteros festergral 20kg.,849.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,MORTERO FESTERGROUT NM 800 30 KG,FESTER,Mortero sin contracción y estabilizador de volumen no metálico festergrout nm 800 30 kg.,1399.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SLTK DESMOLD AE DESMOLDANTE TAMBO 200 LTS,PERDURA,"Desmoldante para cimbras base aceite emulsionado, tambo de 200 lts.",6549.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,"SLTK MEMBRACURE MEMBRANA DE CURADO, TAMBO DE 200 LTS",PERDURA,Membracure es una emulsión blanca a base de parafina de apariencia lechosa que forma una membrana sobre elementos de concreto recientemente colados.,4049.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,ADHESIVO EPÓXICO DE 600 ML,NA,"Adhesivo epóxico de 600 ml AnchorFix-3001 Sika es útil a la hora de colocar anclajes de barras de acero o pernos roscados en superficies de concreto, piedra o bloques. Apto para usarse en condiciones secas, húmedas y sumergidas.",2369.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SLTK EPOXIBOND (A+B) CAJA CON 3 KIT DE 5 KG PROMOTOR DE ADHERENCIA EPOXICO,PERDURA,"Agente adherente epoxico 100% solidos para la union de concreto nuevo a viejo o endurecido y muliples aplicaciones tales como adhesivo epoxico, entre otras.",4849.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,MORTERO DE REPARACIÓN ESTRUCTURAL DE 25 KG,SIKA,"Mortero de reparación estructural de 25 kg Sika MonoTop de base cemento con un solo componente, reforzado con fibras e inhibidor de corrosión de baja contracción, listo para su uso en aplicaciones de altos espesores sin necesidad de cimbra.",1319.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SLTK DESMOL PF DESMOLDANTE TAMBO 200 LTS,PERDURA,"Desmoldante para cimbras base agua en emulsion de parafina, tambo de 200 lts.",4599.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SLTK GROUT GC N SACO DE 25 KG,PERDURA,"Mortero base cemento, especialmente diseñado para niveacion y anclaje de maquinaria, equipos, pernos, varillas, estructuras y elementos de construccion.",439.46,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,MORTERO CEMENTICIO/ACRÍLICO PARA REVESTIMIENTOS IMPERMEABLES BLANCO DE 16.3 KILOGRAMOS,SIKA,"Mortero Cementico/Acrílico para Revestimientos Impermeables SikaTop-Seal 107 Blanco de 16.3 kilogramos, reforzado con fibras que brindan excelente adherencia en edificaciones de concreto, túneles, albercas, cimientos y más.",1449.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,YESO 1.5 KG,UNIBLOCK,"Material para construcción, fabricado especialmente para todo tipo de acabados, cuenta con una presentación de bolsa con 1.5 kg de polvo fino color blanco.",42.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SELLADOR DE CONSTRUCCIÓN SIKA GRIS 300 ML,SIKA,"Sellador de construcción Sika caliza cilindro 300 ml, es elástico y al secar se puede pintar, su uso es recomendado para juntas, grietas, puertas, ventanas y más, seca al tacto entre 3 y 6 horas y totalmente de 4 a 7 días.",194.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,CEMENTO BLANCO CEMEX 25 KG,CEMEX,"Cemento Blanco de 25 kg, fabricado especialmente para uso estructural en obras ornamentales o arquitectónicas como fachadas, monumentos, barandales y más",255.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SIKAFLEX CONST SEALANT WHITE CARTUCHO 0.36 KG,SIKA,SIKAFLEX CONST SEALANT WHITE CARTUCHO 0.36 KG,194.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,IMPERMEABILIZANTE INTEGRAL PARA CONCRETO Y MORTERO GRIS 25 KG,SIKA,"Impermeabilizante integral Sikalite Sika de 25 kg, es un aditivo en polvo que disminuye la permeabilidad de concretos y morteros. Apto para aplicar en cimentaciones, muros de contención, losas, tanques, canales, alcantarillas o subterráneos.",1399.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SELLADOR THERMOTEK PRO PLATA 300 ML,THERMOTEK,El Sellador Thermotek Pro es un resanador acrílico a base de resinas que actúa con excelentes propiedades de tensión y elongación que se expanden y contraen con el sustrato para mantener un sellado constante.,77.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,CEMENTO EXTRA GRIS CEMEX 25 KG,CEMEX,"Cemento gris portland Tolteca Cemex, útil para la construcción, fabricado especialmente para reducir las grietas de las superficies hasta en un 80% y mejorar la integración de materiales. Su presentación es en bulto de 25 kg.",148.7,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,ADITIVO ACRÍLICO BLANCO 5 L,SIKA,"Aditivo Latex-N Sika, emulsión sintética con base en resinas acrílicas que mejora la resistencia y adherencia de morteros, aplanados, estucos, yeso, pinturas sobre la mayoría de las superficies comunes en la construcción.",779.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,FOAMULAR 1 PULGADA 1.22 X 2.44 M,OWENS CORNING,Foamular de Owens Corning es un aislante térmico para Calor y Frío. Ayuda a que tu vivienda sea más fresca en verano y más cálida en invierno. Mayor confort y ahorro en energía eléctrica.,549.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SELLADOR DE JUNTAS SIKACRYL 150 BLANCO 300 ML,SIKA,"Sellador de juntas Sikacryl 150 blanco 300 ml, ayuda a reparar grietas en exteriores e interiores con moderado movimiento, brinda buena adherencia y durabilidad, es muy fácil de aplicar y se puede pintar.",79.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SELLADOR SIKAFLEX GRIS 600 ML,SIKA,"Sellador Sikaflex gris de 600 ml, su uso es recomendado para juntas y fisuras con movimiento de materiales como concreto, fibrocemento, mampostería, cemento y más, es muy útil para exteriores e interiores.",329.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SELLADOR ELÁSTICO SIKA SIKAFLEX 1A GRIS 600 ML,SIKA,"Sellador elástico de poliuretano de alto desempeño, Sikaflex -1A de Sika de 600 ml, útil para el sello de juntas, apto para juntas en muros y marcos de puertas y ventanas, sello de fisuras, juntas de dilatación tanto en verticales como horizontales.",429.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,SIKAGROUT CONSTRUCTOR SACO 22 KG,SIKA,"Mortero Sikagrout Constructor de 22 kg Sika, elemento de uso general en las obras de construcción. Tiene una consistencia fluida y semi fluida, según se requiera. Es un compuesto de cemento que cumple con los estándares CRD C621 y ASTM C1107.",429.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,PASTA FINA UNIBLOCK 20 KG,UNIBLOCK,"Pasta fina recubrimiento base cemento, modificado con resinas y agregados de granulometría controlada, diseñado para proporcionar un acabado final extra fino.",327.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,YESO DE CONSTRUCCIÓN Y ACABADOS BLANCO 1.5 KG,REDIMIX,"Yeso de construcción y acabados marca Redimix color blanco de 1.5 kg, se utiliza para resanara todo tipo de superficies y acabados.",39.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,COLOR PARA CEMENTO AQUAMARINA DE 1 KG,UNIBLOCK,"Color para cemento Uniblock, es un pigmento apto para morteros, concretos y productos a base cemento. Es de color azul acuamarina y para su aplicación debe mezclarse con cemento gris o blanco según el tono que se desee.",109.0,2025-09-03,Tlaquepaque,Jalisco,"Av. Camino al Iteso #8952,   Col. Nueva Santa María,   Tlaquepaque, C.P.  45530",ITESO
Home Depot,THERMOTEK ADMIX MICROFIBER M60,THERMOTEK,Fibras de polipropileno 100% virgen en un empaque hidrosoluble.,189.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,IMPERMEABILIZANTE FESTEGRAL 20 KG,FESTER,Impermeabilizante integral para concreto y morteros festergral 20kg.,849.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,MORTERO FESTERGROUT NM 800 30 KG,FESTER,Mortero sin contracción y estabilizador de volumen no metálico festergrout nm 800 30 kg.,1399.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,SLTK DESMOLD AE DESMOLDANTE TAMBO 200 LTS,PERDURA,"Desmoldante para cimbras base aceite emulsionado, tambo de 200 lts.",6549.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,"SLTK MEMBRACURE MEMBRANA DE CURADO, TAMBO DE 200 LTS",PERDURA,Membracure es una emulsión blanca a base de parafina de apariencia lechosa que forma una membrana sobre elementos de concreto recientemente colados.,4049.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,ADHESIVO EPÓXICO DE 600 ML,NA,"Adhesivo epóxico de 600 ml AnchorFix-3001 Sika es útil a la hora de colocar anclajes de barras de acero o pernos roscados en superficies de concreto, piedra o bloques. Apto para usarse en condiciones secas, húmedas y sumergidas.",2369.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,SLTK EPOXIBOND (A+B) CAJA CON 3 KIT DE 5 KG PROMOTOR DE ADHERENCIA EPOXICO,PERDURA,"Agente adherente epoxico 100% solidos para la union de concreto nuevo a viejo o endurecido y muliples aplicaciones tales como adhesivo epoxico, entre otras.",4849.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,MORTERO DE REPARACIÓN ESTRUCTURAL DE 25 KG,SIKA,"Mortero de reparación estructural de 25 kg Sika MonoTop de base cemento con un solo componente, reforzado con fibras e inhibidor de corrosión de baja contracción, listo para su uso en aplicaciones de altos espesores sin necesidad de cimbra.",1319.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
Home Depot,SLTK DESMOL PF DESMOLDANTE TAMBO 200 LTS,PERDURA,"Desmoldante para cimbras base agua en emulsion de parafina, tambo de 200 lts.",4599.0,2025-09-03,Puerto Vallarta,Jalisco,"Carretera Tepic-Vallarta #5348,   Col. Las Juntas,   Puerto Vallarta, C.P.  48291 ",Las Juntas
